ID,geneName,ORF,fullName,uniprot,GO,EC,KO,organism
187,XC_0196,XC_0196,Ammonium transporter,A0A0H2X430,GO:0016021; GO:0008519,,K03320,Xanthomonas campestris pv. campestris (strain 8004)
188,XC_0197,XC_0197,Two-component system sensor protein,A0A0H2X2J9,GO:0005622; GO:0005524; GO:0000155,,K07708,Xanthomonas campestris pv. campestris (strain 8004)
189,XC_0198,XC_0198,Two-component system regulatory protein,A0A0H2X2R9,GO:0005622; GO:0005524; GO:0000156; GO:0043565; GO:0006808; GO:0006355; GO:0006351,,K07712,Xanthomonas campestris pv. campestris (strain 8004)
190,XC_0199,XC_0199,Uncharacterized protein,A0A0H2X466,,,,Xanthomonas campestris pv. campestris (strain 8004)
191,XC_0200,XC_0200,Superoxide dismutase [Cu-Zn],A0A0H2X315,GO:0046872; GO:0004784,1.15.1.1,K04565,Xanthomonas campestris pv. campestris (strain 8004)
192,XC_0201,XC_0201,Superoxide dismutase [Cu-Zn],A0A0H2X434,GO:0046872; GO:0004784,1.15.1.1,K04565,Xanthomonas campestris pv. campestris (strain 8004)
193,XC_0202,XC_0202,Lactoylglutathione lyase,A0A0H2X2K2,GO:0016829,,,Xanthomonas campestris pv. campestris (strain 8004)
194,XC_0203,XC_0203,Uncharacterized protein,A0A0H2X2S3,,,,Xanthomonas campestris pv. campestris (strain 8004)
195,XC_0204,XC_0204,Acyl-CoA thiolase,A0A0H2X472,GO:0016747; GO:0008152,,K00626,Xanthomonas campestris pv. campestris (strain 8004)
196,XC_0205,XC_0205,Uncharacterized protein,A0A0H2X322,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
197,XC_0206,XC_0206,Porphyrin biosynthesis protein,A0A0H2X440,GO:0016021; GO:0042168,,K02498,Xanthomonas campestris pv. campestris (strain 8004)
198,XC_0207,XC_0207,Uncharacterized protein,A0A0H2X2K5,GO:0016021,,K02496,Xanthomonas campestris pv. campestris (strain 8004)
199,XC_0208,XC_0208,Uroporphyrinogen-III synthase,A0A0H2X2S7,GO:0004852; GO:0033014,,K01719,Xanthomonas campestris pv. campestris (strain 8004)
200,XC_0209,XC_0209,Glycosyltransferase,A0A0H2X476,GO:0016740,,K07270,Xanthomonas campestris pv. campestris (strain 8004)
201,XC_0210,XC_0210,Uncharacterized protein,A0A0H2X327,,,,Xanthomonas campestris pv. campestris (strain 8004)
202,XC_0211,XC_0211,Uncharacterized protein,A0A0H2X445,,,,Xanthomonas campestris pv. campestris (strain 8004)
203,XC_0212,XC_0212,Uncharacterized protein,A0A0H2X2K7,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
204,secB,XC_0213,Protein-export protein SecB,Q4V073,GO:0005737; GO:0006457; GO:0051262; GO:0015031,,K03071,Xanthomonas campestris pv. campestris (strain 8004)
205,gpsA,XC_0214,Glycerol-3-phosphate dehydrogenase [NAD(P)+],Q4V072,GO:0009331; GO:0047952; GO:0004367; GO:0036439; GO:0051287; GO:0005975; GO:0046167; GO:0046168; GO:0006650; GO:0008654,1.1.1.94,K00057,Xanthomonas campestris pv. campestris (strain 8004)
206,XC_0215,XC_0215,Uncharacterized protein,A0A0H2X2T2,,,,Xanthomonas campestris pv. campestris (strain 8004)
207,XC_0216,XC_0216,Pyruvate dehydrogenase,A0A0H2X483,GO:0003824; GO:0000287; GO:0030976,,K00156,Xanthomonas campestris pv. campestris (strain 8004)
208,XC_0217,XC_0217,Uncharacterized protein,A0A0H2X335,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
209,XC_0218,XC_0218,MFS transporter,A0A0H2X452,GO:0016021; GO:0055085,,,Xanthomonas campestris pv. campestris (strain 8004)
210,trmL,XC_0219,tRNA (cytidine(34)-2'-O)-methyltransferase,A0A0H2X2L1,GO:0005737; GO:0003723; GO:0008757; GO:0008175,2.1.1.207,K03216,Xanthomonas campestris pv. campestris (strain 8004)
211,XC_0220,XC_0220,Uncharacterized protein,A0A0H2X2T6,,,,Xanthomonas campestris pv. campestris (strain 8004)
212,XC_0221,XC_0221,Uncharacterized protein,A0A0H2X489,,,,Xanthomonas campestris pv. campestris (strain 8004)
213,XC_0222,XC_0222,3-oxoacyl-[ACP] synthase III,A0A0H2X340,GO:0004315; GO:0006633,,K00648,Xanthomonas campestris pv. campestris (strain 8004)
214,XC_0223,XC_0223,Adenosine monophosphate-protein transferase,A0A0H2X458,GO:0005524; GO:0043910; GO:0043338; GO:0003896; GO:0033677; GO:0000287; GO:0008905; GO:0043814; GO:0070733; GO:0003724; GO:0004779; GO:0003720; GO:0008193; GO:0052630,2.7.7.n1,,Xanthomonas campestris pv. campestris (strain 8004)
215,XC_0224,XC_0224,Methyltransferase,A0A0H2X2L5,GO:0003677; GO:0008170; GO:0006306,,K07316,Xanthomonas campestris pv. campestris (strain 8004)
216,XC_0225,XC_0225,Uncharacterized protein,A0A0H2X2U0,GO:0005524; GO:0003677; GO:0016787,,,Xanthomonas campestris pv. campestris (strain 8004)
217,XC_0226,XC_0226,Haloalkane dehalogenase,A0A0H2X495,GO:0003824,,K01563,Xanthomonas campestris pv. campestris (strain 8004)
218,XC_0227,XC_0227,Ferredoxin,A0A0H2X344,,,K06940,Xanthomonas campestris pv. campestris (strain 8004)
219,XC_0228,XC_0228,AMP-ligase,A0A0H2X464,GO:0016874; GO:0008152,,,Xanthomonas campestris pv. campestris (strain 8004)
220,XC_0229,XC_0229,NAD(P)H steroid dehydrogenase,A0A0H2X2L7,GO:0003854; GO:0006694,,,Xanthomonas campestris pv. campestris (strain 8004)
221,XC_0230,XC_0230,UPF0391 membrane protein XC_0230,Q4V056,GO:0016021; GO:0005886,,,Xanthomonas campestris pv. campestris (strain 8004)
222,XC_0231,XC_0231,"Acetyltransferase, GNAT family",A0A0H2X2U5,GO:0008080,,K06977,Xanthomonas campestris pv. campestris (strain 8004)
223,ddl,XC_0232,D-alanine--D-alanine ligase,A0A0H2X4B0,GO:0005737; GO:0005524; GO:0008716; GO:0000287; GO:0030145; GO:0071555; GO:0009252; GO:0008360,6.3.2.4,K01921,Xanthomonas campestris pv. campestris (strain 8004)
224,XC_0233,XC_0233,Uncharacterized protein,A0A0H2X348,,,K03690,Xanthomonas campestris pv. campestris (strain 8004)
225,ubiB,XC_0234,Probable protein kinase UbiB,Q4V052,GO:0016021; GO:0005886; GO:0005524; GO:0004672; GO:0010795; GO:0006744,2.7.-.-,K03688,Xanthomonas campestris pv. campestris (strain 8004)
226,XC_0235,XC_0235,Pseudouridylate synthase,A0A0H2X471,GO:0009982; GO:0003723; GO:0001522,,K06175,Xanthomonas campestris pv. campestris (strain 8004)
227,XC_0236,XC_0236,Uncharacterized protein,A0A0H2X2M0,,,K09924,Xanthomonas campestris pv. campestris (strain 8004)
228,XC_0237,XC_0237,Peptidyl-tRNA hydrolase,A0A0H2X2U9,GO:0016787; GO:0003747,,K15034,Xanthomonas campestris pv. campestris (strain 8004)
229,XC_0238,XC_0238,Acyltransferase,A0A0H2X4B4,GO:0016746; GO:0008152,,,Xanthomonas campestris pv. campestris (strain 8004)
230,XC_0239,XC_0239,Asparaginase,A0A0H2X352,GO:0016787,,K13051,Xanthomonas campestris pv. campestris (strain 8004)
231,XC_0240,XC_0240,Peptidyl-dipeptidase,A0A0H2X478,GO:0046872; GO:0004222,,K01284,Xanthomonas campestris pv. campestris (strain 8004)
232,XC_0241,XC_0241,Uncharacterized protein,A0A0H2X2M3,,,,Xanthomonas campestris pv. campestris (strain 8004)
233,XC_0242,XC_0242,Uncharacterized protein,A0A0H2X2V3,,,,Xanthomonas campestris pv. campestris (strain 8004)
234,XC_0243,XC_0243,Transcriptional regulator tetR family,A0A0H2X4B8,GO:0003677; GO:0006355; GO:0006351,,K19736,Xanthomonas campestris pv. campestris (strain 8004)
235,XC_0244,XC_0244,Uncharacterized protein,A0A0H2X356,,,K06996,Xanthomonas campestris pv. campestris (strain 8004)
236,XC_0245,XC_0245,Transcriptional regulator araC family,A0A0H2X482,GO:0043565; GO:0003700; GO:0006351,,,Xanthomonas campestris pv. campestris (strain 8004)
237,XC_0246,XC_0246,Transcriptional regulator,A0A0H2X2M6,GO:0003677; GO:0003700; GO:0006351,,,Xanthomonas campestris pv. campestris (strain 8004)
238,mls,XC_0247,Malate synthase,Q4V039,GO:0004474; GO:0006097,2.3.3.9,K01638,Xanthomonas campestris pv. campestris (strain 8004)
239,aceA,XC_0248,Isocitrate lyase,Q4V038,GO:0004451; GO:0019752,4.1.3.1,K01637,Xanthomonas campestris pv. campestris (strain 8004)
240,XC_0249,XC_0249,Uncharacterized protein,A0A0H2X359,,,,Xanthomonas campestris pv. campestris (strain 8004)
241,XC_0250,XC_0250,Uncharacterized protein,A0A0H2X487,GO:0005622; GO:0016849; GO:0009190; GO:0035556,,,Xanthomonas campestris pv. campestris (strain 8004)
242,XC_0251,XC_0251,Uncharacterized protein,A0A0H2X2M8,,,,Xanthomonas campestris pv. campestris (strain 8004)
243,XC_0252,XC_0252,Uncharacterized protein,A0A0H2X2W1,GO:0016491,,,Xanthomonas campestris pv. campestris (strain 8004)
244,XC_0253,XC_0253,Dipeptidyl anminopeptidase,A0A0H2X4C6,GO:0008236,,,Xanthomonas campestris pv. campestris (strain 8004)
245,XC_0254,XC_0254,Biotin carboxylase,A0A0H2X364,GO:0005524; GO:0004075; GO:0046872,,K01968,Xanthomonas campestris pv. campestris (strain 8004)
246,XC_0255,XC_0255,Acyl-CoA carboxyltransferase beta chain,A0A0H2X494,GO:0016874; GO:0016740,,K01969,Xanthomonas campestris pv. campestris (strain 8004)
247,XC_0256,XC_0256,Acyl-CoA dehydrogenase,A0A0H2X2N2,GO:0003995; GO:0050660,,K00253,Xanthomonas campestris pv. campestris (strain 8004)
248,XC_0257,XC_0257,Transcriptional regulator acrR family,A0A0H2X2W4,GO:0003677; GO:0006355; GO:0006351,,,Xanthomonas campestris pv. campestris (strain 8004)
249,XC_0258,XC_0258,Uncharacterized protein,A0A0H2X4D0,,,,Xanthomonas campestris pv. campestris (strain 8004)
250,XC_0259,XC_0259,Uncharacterized protein,A0A0H2X369,,,,Xanthomonas campestris pv. campestris (strain 8004)
251,XC_0260,XC_0260,Uncharacterized protein,A0A0H2X4A2,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
252,XC_0261,XC_0261,Uncharacterized protein,A0A0H2X2N4,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
253,XC_0262,XC_0262,Uncharacterized protein,A0A0H2X2W8,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
254,XC_0263,XC_0263,Uncharacterized protein,A0A0H2X4D5,,,,Xanthomonas campestris pv. campestris (strain 8004)
255,XC_0264,XC_0264,Cytochrome C5,A0A0H2X373,GO:0016021; GO:0009055; GO:0020037,,,Xanthomonas campestris pv. campestris (strain 8004)
256,XC_0265,XC_0265,Nuclease,A0A0H2X4A6,GO:0004536; GO:0006308,,K07004,Xanthomonas campestris pv. campestris (strain 8004)
257,XC_0266,XC_0266,Uncharacterized protein,A0A0H2X2N8,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
258,XC_0267,XC_0267,Nitrile hydratase activator,A0A0H2X2X1,,,,Xanthomonas campestris pv. campestris (strain 8004)
259,XC_0268,XC_0268,Uncharacterized protein,A0A0H2X4E0,,,,Xanthomonas campestris pv. campestris (strain 8004)
260,XC_0269,XC_0269,Integral membrane protein,A0A0H2X376,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
261,XC_0270,XC_0270,Uncharacterized protein,A0A0H2X4A9,GO:0016787,,K07018,Xanthomonas campestris pv. campestris (strain 8004)
262,zapE,XC_0271,Cell division protein ZapE,A0A0H2X2P2,GO:0005737; GO:0005524; GO:0016887; GO:0007049; GO:0051301,,K06916,Xanthomonas campestris pv. campestris (strain 8004)
263,XC_0272,XC_0272,Uncharacterized protein,A0A0H2X2X5,,,,Xanthomonas campestris pv. campestris (strain 8004)
264,XC_0273,XC_0273,Transcriptional regulator marR family,A0A0H2X4E4,GO:0003677; GO:0003700; GO:0006351,,,Xanthomonas campestris pv. campestris (strain 8004)
265,XC_0274,XC_0274,Organic hydroperoxide resistance protein,A0A0H2X381,GO:0006979,,,Xanthomonas campestris pv. campestris (strain 8004)
266,XC_0276,XC_0276,Lipase,A0A0H2X4B3,GO:0016787; GO:0008152,,,Xanthomonas campestris pv. campestris (strain 8004)
267,XC_0277,XC_0277,Uncharacterized protein,A0A0H2X2P5,,,,Xanthomonas campestris pv. campestris (strain 8004)
268,XC_0278,XC_0278,Uncharacterized protein,A0A0H2X2X9,,,,Xanthomonas campestris pv. campestris (strain 8004)
269,XC_0279,XC_0279,Oxidoreductase,A0A0H2X4E8,GO:0016491,,K06222,Xanthomonas campestris pv. campestris (strain 8004)
270,XC_0280,XC_0280,Quinone oxidoreductase,A0A0H2X386,GO:0016491; GO:0008270,,K07119,Xanthomonas campestris pv. campestris (strain 8004)
271,XC_0281,XC_0281,Oxidoreductase,A0A0H2X4B7,,,,Xanthomonas campestris pv. campestris (strain 8004)
272,XC_0282,XC_0282,Uncharacterized protein,A0A0H2X2Q0,,,,Xanthomonas campestris pv. campestris (strain 8004)
273,XC_0283,XC_0283,Pseudouridine synthase,A0A0H2X2Y4,GO:0009982; GO:0003723; GO:0001522,5.4.99.-,K06181,Xanthomonas campestris pv. campestris (strain 8004)
274,XC_0284,XC_0284,Uncharacterized protein,A0A0H2X4F3,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
275,XC_0285,XC_0285,ATP-dependent RNA helicase,A0A0H2X391,GO:0004386,,K03579,Xanthomonas campestris pv. campestris (strain 8004)
276,XC_0286,XC_0286,Chemotaxis protein,A0A0H2X4C1,GO:0016021; GO:0004871; GO:0006935,,K05874,Xanthomonas campestris pv. campestris (strain 8004)
277,XC_0287,XC_0287,Uncharacterized protein,A0A0H2X2Q3,,,,Xanthomonas campestris pv. campestris (strain 8004)
278,XC_0288,XC_0288,5-hydroxyisourate hydrolase,A0A0H2X2Z0,GO:0033971; GO:0006144,3.5.2.17,K07127,Xanthomonas campestris pv. campestris (strain 8004)
279,XC_0289,XC_0289,Monoxygenase,A0A0H2X4F8,GO:0016491,,,Xanthomonas campestris pv. campestris (strain 8004)
280,XC_0290,XC_0290,Uncharacterized protein,A0A0H2X394,GO:0019428,,K13485,Xanthomonas campestris pv. campestris (strain 8004)
281,XC_0291,XC_0291,Uncharacterized protein,A0A0H2X4C5,,,,Xanthomonas campestris pv. campestris (strain 8004)
282,XC_0292,XC_0292,Uncharacterized protein,A0A0H2X2Q6,GO:0016810; GO:0005975,,,Xanthomonas campestris pv. campestris (strain 8004)
283,XC_0293,XC_0293,Serine-pyruvate aminotransferase,A0A0H2X311,GO:0008483,,K00839,Xanthomonas campestris pv. campestris (strain 8004)
284,XC_0294,XC_0294,N-carbamyl-L-amino acid amidohydrolase,A0A0H2X4G3,GO:0016813; GO:0008152,,K02083,Xanthomonas campestris pv. campestris (strain 8004)
285,XC_0295,XC_0295,Transcriptional regulator lysR family,A0A0H2X398,GO:0003677; GO:0003700; GO:0006351,,,Xanthomonas campestris pv. campestris (strain 8004)
286,XC_0296,XC_0296,Oxidoreductase,A0A0H2X4C8,,,,Xanthomonas campestris pv. campestris (strain 8004)
287,XC_0297,XC_0297,Uncharacterized protein,A0A0H2X2R1,,,,Xanthomonas campestris pv. campestris (strain 8004)
288,XC_0298,XC_0298,Transcriptional regulator,A0A0H2X321,GO:0016021; GO:0055085,,,Xanthomonas campestris pv. campestris (strain 8004)
289,XC_0299,XC_0299,Uncharacterized protein,A0A0H2X4G9,,,,Xanthomonas campestris pv. campestris (strain 8004)
290,clsB,XC_0300,Cardiolipin synthase B,A0A0H2X3A2,GO:0005886; GO:0008808; GO:0032049,2.7.8.-,K06131,Xanthomonas campestris pv. campestris (strain 8004)
291,XC_0301,XC_0301,Gamma-glutamyltranspeptidase,A0A0H2X4D1,GO:0003840; GO:0006749,,K00681,Xanthomonas campestris pv. campestris (strain 8004)
292,XC_0302,XC_0302,Glu-tRNAGln amidotransferase A subunit,A0A0H2X2R5,GO:0004040; GO:0016740,,K02433,Xanthomonas campestris pv. campestris (strain 8004)
293,XC_0303,XC_0303,Nucleoside hydrolase,A0A0H2X326,GO:0016798; GO:0008152,,,Xanthomonas campestris pv. campestris (strain 8004)
294,XC_0304,XC_0304,Adenosine deaminase,A0A0H2X4H3,GO:0019239; GO:0016787; GO:0046872,,K01488,Xanthomonas campestris pv. campestris (strain 8004)
295,XC_0305,XC_0305,Xanthine/uracil permease,A0A0H2X3A6,GO:0016021; GO:0005345,,K06901,Xanthomonas campestris pv. campestris (strain 8004)
296,XC_0306,XC_0306,Uncharacterized protein,A0A0H2X4D7,,,,Xanthomonas campestris pv. campestris (strain 8004)
297,XC_0307,XC_0307,Vanillate O-demethylase oxidoreductase,A0A0H2X2S0,GO:0051537; GO:0009055; GO:0046872; GO:0008168; GO:0016491; GO:0006810,,K03863,Xanthomonas campestris pv. campestris (strain 8004)
298,XC_0308,XC_0308,Vanillate O-demethylase oxygenase subunit,A0A0H2X331,GO:0051537; GO:0046872; GO:0008168; GO:0016491,,K03862,Xanthomonas campestris pv. campestris (strain 8004)
299,XC_0309,XC_0309,Transcriptional regulator lysR family,A0A0H2X4H6,GO:0003677; GO:0003700; GO:0006351,,,Xanthomonas campestris pv. campestris (strain 8004)
300,XC_0310,XC_0310,Type V secretory pathway protein,A0A0H2X3B1,GO:0016888,,K03424,Xanthomonas campestris pv. campestris (strain 8004)
301,XC_0311,XC_0311,Uncharacterized protein,A0A0H2X4E2,,,,Xanthomonas campestris pv. campestris (strain 8004)
302,XC_0312,XC_0312,Transcriptional regulator lysR family,A0A0H2X2S4,GO:0003677; GO:0003700; GO:0006351,,,Xanthomonas campestris pv. campestris (strain 8004)
303,XC_0313,XC_0313,MFS transporter,A0A0H2X336,GO:0016021; GO:0005215; GO:0055085,,K08224,Xanthomonas campestris pv. campestris (strain 8004)
304,XC_0314,XC_0314,Uncharacterized protein,A0A0H2X4I0,GO:0016788,,,Xanthomonas campestris pv. campestris (strain 8004)
305,XC_0315,XC_0315,TonB-dependent receptor,A0A0H2X3B4,GO:0016020; GO:0004872; GO:0006810,,,Xanthomonas campestris pv. campestris (strain 8004)
306,XC_0316,XC_0316,TonB-dependent receptor,A0A0H2X4E7,GO:0016020; GO:0004872; GO:0006810,,,Xanthomonas campestris pv. campestris (strain 8004)
307,cobB,XC_0318,NAD-dependent protein deacetylase,Q4UZX0,GO:0005737; GO:0070403; GO:0034979; GO:0008270,3.5.1.-,,Xanthomonas campestris pv. campestris (strain 8004)
308,XC_0319,XC_0319,FMN oxidoreductase,A0A0H2X2S9,GO:0010181; GO:0016491,,,Xanthomonas campestris pv. campestris (strain 8004)
309,XC_0320,XC_0320,Dehydrogenase,A0A0H2X341,GO:0051287; GO:0004616,,,Xanthomonas campestris pv. campestris (strain 8004)
310,XC_0321,XC_0321,Uncharacterized protein,A0A0H2X4I7,,,,Xanthomonas campestris pv. campestris (strain 8004)
311,purU,XC_0322,Formyltetrahydrofolate deformylase,A0A0H2X3C0,GO:0016597; GO:0008864; GO:0016742; GO:0006189; GO:0006730,3.5.1.10,K01433,Xanthomonas campestris pv. campestris (strain 8004)
312,XC_0323,XC_0323,Transcriptional regulator,A0A0H2X4F2,GO:0043565; GO:0003700; GO:0006351,,,Xanthomonas campestris pv. campestris (strain 8004)
313,XC_0324,XC_0324,Insect-type dehydrogenase,A0A0H2X2T4,,,,Xanthomonas campestris pv. campestris (strain 8004)
314,XC_0325,XC_0325,Conditioned medium factor,A0A0H2X346,,,,Xanthomonas campestris pv. campestris (strain 8004)
315,XC_0326,XC_0326,Methylenetetrahydrofolate reductase,A0A0H2X4J1,GO:0004489; GO:0008652; GO:0006555; GO:0035999,1.5.1.20,K00297,Xanthomonas campestris pv. campestris (strain 8004)
316,XC_0327,XC_0327,Transcriptional regulator metE/metH family,A0A0H2X3C3,GO:0003677; GO:0003700; GO:0006351,,K03576,Xanthomonas campestris pv. campestris (strain 8004)
317,XC_0328,XC_0328,NADH-dependent FMN reductase,A0A0H2X4F7,GO:0016491,,K00299,Xanthomonas campestris pv. campestris (strain 8004)
318,XC_0329,XC_0329,Uncharacterized protein,A0A0H2X2T9,,,,Xanthomonas campestris pv. campestris (strain 8004)
319,XC_0330,XC_0330,5-methyltetrahydropteroyltriglutamate-homocysteine methyltransferase,A0A0H2X351,GO:0003871; GO:0008270; GO:0009086,,K00549,Xanthomonas campestris pv. campestris (strain 8004)
320,XC_0331,XC_0331,Uncharacterized protein,A0A0H2X4J6,,,,Xanthomonas campestris pv. campestris (strain 8004)
321,XC_0332,XC_0332,Uncharacterized protein,A0A0H2X3C8,,,,Xanthomonas campestris pv. campestris (strain 8004)
322,XC_0333,XC_0333,Oxidoreductase,A0A0H2X4G2,,,K19267,Xanthomonas campestris pv. campestris (strain 8004)
323,XC_0334,XC_0334,Uncharacterized protein,A0A0H2X2U4,,,,Xanthomonas campestris pv. campestris (strain 8004)
324,XC_0335,XC_0335,Uncharacterized protein,A0A0H2X357,,,,Xanthomonas campestris pv. campestris (strain 8004)
325,XC_0336,XC_0336,Chemotaxis protein,A0A0H2X4K1,GO:0016021; GO:0004871,,K05874,Xanthomonas campestris pv. campestris (strain 8004)
326,XC_0337,XC_0337,Uncharacterized protein,A0A0H2X3D3,,,,Xanthomonas campestris pv. campestris (strain 8004)
327,XC_0338,XC_0338,Uncharacterized protein,A0A0H2X4G8,,,,Xanthomonas campestris pv. campestris (strain 8004)
328,XC_0339,XC_0339,Uncharacterized protein,A0A0H2X2U7,,,,Xanthomonas campestris pv. campestris (strain 8004)
329,XC_0340,XC_0340,Uncharacterized protein,A0A0H2X361,,,,Xanthomonas campestris pv. campestris (strain 8004)
330,XC_0341,XC_0341,AttT protein,A0A0H2X4K6,GO:0008080,,,Xanthomonas campestris pv. campestris (strain 8004)
331,XC_0342,XC_0342,Uncharacterized protein,A0A0H2X3D7,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
332,XC_0343,XC_0343,Uncharacterized protein,A0A0H2X4H2,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
333,XC_0344,XC_0344,Uncharacterized protein,A0A0H2X2V1,,,,Xanthomonas campestris pv. campestris (strain 8004)
334,XC_0345,XC_0345,Xanthomonadin biosynthesis related protein 1,A0A0H2X365,,,,Xanthomonas campestris pv. campestris (strain 8004)
335,XC_0347,XC_0347,Uncharacterized protein,A0A0H2X3E2,,,,Xanthomonas campestris pv. campestris (strain 8004)
336,XC_0348,XC_0348,Xanthomonadin biosynthesis related protein 1,A0A0H2X4H8,,,,Xanthomonas campestris pv. campestris (strain 8004)
337,XC_0349,XC_0349,Xanthomonadin biosynthesis related protein,A0A0H2X2V5,,,,Xanthomonas campestris pv. campestris (strain 8004)
338,XC_0350,XC_0350,Uncharacterized protein,A0A0H2X370,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
339,XC_0351,XC_0351,Uncharacterized protein,A0A0H2X4L5,,,,Xanthomonas campestris pv. campestris (strain 8004)
340,XC_0352,XC_0352,Xanthomonadin biosynthesis related protein 1,A0A0H2X3E6,,,,Xanthomonas campestris pv. campestris (strain 8004)
341,XC_0353,XC_0353,Xanthomonadin biosynthesis related protein,A0A0H2X4I3,,,,Xanthomonas campestris pv. campestris (strain 8004)
